b'location_id',b'location'
11210,Polson 
11211,"Belgrade,MT"
11212,"Lolo,MT"
11213,"Clancy,MT"
11214,"Clinton,MT"
11215,"Ronan,MT"
11216,"Livingston,MT"
11217,"Browning,MT"
11218,"Sidney,MT"
11219,"Trout Creek,MT"
11220,"Mildred,MT"
11221,"Tracy,MT"
11222,"Red Lodge,MT"
11223,"Columbia Falls,MT"
11224,Bozeman/Gallatin Gateway 
11225,"Laurel,MT"
11226,"Hot Springs,MT"
11227,"Reed Point,MT"
11228,"Wolf Creek,MT"
11229,"Plains,MT"
11230,"Miles City,MT"
11231,"Fairview,MT"
11232,"Wolf Point,MT"
11233,"Polson,MT"
11234,"Havre,MT"
11235,"Ashleigh Lake,MT"
11236,"Whitehall,MT"
11237,Liberty County 
11238,"Lame Deer,MT"
11239,Trego 
11240,"Lewistown,MT"
11241,"Three Forks,MT"
11242,"Paradise,MT"
11243,"Saint Ignatius,MT"
11244,"Sealy Lake,MT"
11245,"Libby,MT"
11246,"Harison,MT"
11247,"Custer,MT"
11248,"Townsend,MT"
11249,"Harrison,MT"
11250,"East Helena,MT"
11251,"Eureka,MT"
11252,"Cut Bank,MT"
11253,"Kila,MT"
11254,"Valentine,MT"
11255,"Moccasin,MT"
11256,"Jackson,MT"
11257,"Rocky Boy,MT"
11258,"Thompson Falls,MT"
11259,"NW Crazy Mtns,MT"
11260,"Belt,MT"
11261,"Big Sky,MT"
11262,"Crow Agency,MT"
11263,"Lozeau,MT"
11264,"Bozeman/ Belgrade,MT"
11265,"Dayton,MT"
11266,"Anaconda,MT"
11267,"Hardin,MT"
11268,Jordan 
11269,"Bonner,MT"
11270,"Terry,MT"
11271,"Zortman,MT"
11272,Wolf Creek 
11273,"Winnett,MT"
11274,Ten Lakes scenic area; border 
11275,"Bozeman/Clyde park,MT"
11276,"Billings/Laurel,MT"
11277,"St. Mary,MT"
11278,"Augusta,MT"
11279,"Glasgow,MT"
11280,Bozeman/Belgrade 
11281,"Condon,MT"
11282,"Billings-Lockwood,MT"
11283,"Glacier National Park,MT"
11284,"Conrad,MT"
11285,"Huson,MT"
11286,"Dillon,MT"
11287,"Manhattan,MT"
11288,"Big Sandy,MT"
11289,"Warm Springs,MT"
11290,"Little Big Horn,MT"
11291,"Troy,MT"
11292,"De Borgia,MT"
11293,Whitefish 
11294,Butte &amp; Bozeman 
11295,"Santa Rita,MT"
11296,"Imagrant,MT"
11297,"Frenchtown,MT"
11298,"Arlee,MT"
11299,"Busby,MT"
11300,Winnett 
11301,Bozeman 
11302,"West Yellowstone,MT"
11303,"Lincoln,MT"
11304,"Park City,MT"
11305,"Marion,MT"
11306,"Stevensburg,MT"
11307,"Saint Charles,MT"
11308,"Culbertson,MT"
11309,"Columbus,MT"
11310,"St. Ignatius,MT"
11311,"Elk Park,MT"
11312,"Roscoe,MT"
11313,"Scobey,MT"
11314,"Big Timber,MT"
11315,"Seeley Lake,MT"
11316,Great Falls 
11317,"Shelby,MT"
11318,Lavina 
11319,"Sedona,MT"
11320,Billings 
11321,"Boulder,MT"
11322,Brady 
11323,"Superior,MT"
11324,"Lodge Grass,MT"
11325,"Hungry Horse,MT"
11326,"Potomac,MT"
11327,"Rexford,MT"
11328,"Ft. Smith,MT"
11329,"Noxon,MT"
11330,"Flathead Lake,MT"
11331,"Deer Lodge,MT"
11332,"Malta,MT"
11333,"Whitetail,MT"
11334,"Huntley,MT"
11335,"Wilsall,MT"
11336,"Harlowton,MT"
11337,"Worden,MT"
11338,"Silesia,MT"
11339,"Reedpoint,MT"
11340,"Gardiner,MT"
11341,Three Forks 
11342,Butte 
11343,"Jewell Basin National Park,MT"
11344,"Bitterroot Valley,MT"
11345,"Polson/Pablo,MT"
11346,"Big Arm,MT"
11347,Ronan/Polson 
11348,"Wyola,MT"
11349,Seely Lake 
11350,Belgrade 
11351,"Whitehorse,MT"
11352,"Chinook,MT"
11353,Malta 
11354,Sand Springs 
11355,"Lewiston,MT"
11356,"Malmstrom AFB,MT"
11357,Harlowton 
11358,"Pryor,MT"
11359,Box Elder 
11360,"Sheridan,MT"
11361,"Baker,MT"
11362,Red Lodge 
11363,"Valier,MT"
11364,"Townsen,MT"
11365,Malmstrom AFB 
11366,"Virginia City,MT"
11367,"Rancho Palos Verdes,MT"
11368,Ryegate 
11369,"Dobson,MT"
11370,"Highwood,MT"
11371,"Ovando,MT"
11372,Missoula 
11373,"Musselshell County,MT"
11374,"Cadotte Pass,MT"
11375,"Greensboro,NC"
11376,"Siler City,NC"
11377,"Grifton,NC"
11378,"Winterville,NC"
11379,"Aberdeen,NC"
11380,"Highlands,NC"
11381,"King,NC"
11382,"Fuquay-Varina,NC"
11383,"Hurdle Mills,NC"
11384,"Richlands,NC"
11385,"Greenville,NC"
11386,"Trinity,NC"
11387,"Wendell,NC"
11388,"Hillsborough,NC"
11389,"Hickory,NC"
11390,"Fayetteville,NC"
11391,"Concord,NC"
11392,"Edneyville,NC"
11393,"Asheboro,NC"
11394,"Troy,NC"
11395,"Franklinton,NC"
11396,"Hendersonville,NC"
11397,"Hope Mills,NC"
11398,"Fuquay,NC"
11399,"Millers Creek,NC"
11400,"Hickory/Conover,NC"
11401,"High Point,NC"
11402,"Reidsville,NC"
11403,"Mooresville,NC"
11404,"Charlotte,NC"
11405,"Shallotte,NC"
11406,"Graham,NC"
11407,"Zebulon,NC"
11408,"Fletcher,NC"
11409,"Wilkesboro,NC"
11410,"Durham,NC"
11411,"Raleigh,NC"
11412,"Albemarle,NC"
11413,"Wilmington,NC"
11414,"Delco,NC"
11415,"Sanford,NC"
11416,"Goldhill,NC"
11417,"Whittier,NC"
11418,"Corolla,NC"
11419,"Mt. Pleasant,NC"
11420,"Cherryville,NC"
11421,"Ayden,NC"
11422,"Winston-Salem,NC"
11423,"Kannapolis/Mooresville,NC"
11424,"North Topsail Beach,NC"
11425,"Wallace,NC"
11426,"Dobson,NC"
11427,"Gates,NC"
11428,"Carrboro,NC"
11429,"Candor,NC"
11430,"Black Mountain,NC"
11431,"Walkertown,NC"
11432,"Mebane,NC"
11433,"Belmont,NC"
11434,"Lewisville,NC"
11435,"Carolina Beach,NC"
11436,"Atlantic Beach,NC"
11437,"Kure Beach,NC"
11438,"Emerald isl,NC"
11439,"Erwin,NC"
11440,"Wake Forest,NC"
11441,"Franklin,NC"
11442,"Vale,NC"
11443,"Surf City,NC"
11444,"Raeford,NC"
11445,"Wilson,NC"
11446,"Goldsboro,NC"
11447,"Monroe,NC"
11448,"Hamlet,NC"
11449,"Cornelius,NC"
11450,"Elizabeth City,NC"
11451,"Indian Trail,NC"
11452,"Gastonia,NC"
11453,"Angier,NC"
11454,"Emerald Isle,NC"
11455,"Garner,NC"
11456,"Asheville,NC"
11457,"Topsail,NC"
11458,"Pittsboro,NC"
11459,"Candler,NC"
11460,"Holden Beach,NC"
11461,"Ash,NC"
11462,"Tryon Equestrian Center,NC"
11463,"Waves,NC"
11464,"Clemmons,NC"
11465,"Myrtle Beach,NC"
11466,"Salisbury,NC"
11467,"Lexington,NC"
11468,Bogie Sound 
11469,"Fuquay Varina,NC"
11470,"Avon,NC"
11471,"Mills River,NC"
11472,"Apex,NC"
11473,"Thomasville/Greensboro,NC"
11474,"Boone,NC"
11475,"Como,NC"
11476,"Thomasville,NC"
11477,"Johnsonville,NC"
11478,"Sunny View,NC"
11479,"Otto,NC"
11480,"Columbus,NC"
11481,"Winston-Salem/Lexington,NC"
11482,"Maxton,NC"
11483,"Norwood,NC"
11484,"Hertford,NC"
11485,"Calabash,NC"
11486,"Summerfield,NC"
11487,"Oak Island,NC"
11488,"Henderson,NC"
11489,"Nags Head,NC"
11490,"Statesville,NC"
11491,"Red Cross,NC"
11492,"Ocean Isle Beach,NC"
11493,"Kernersville,NC"
11494,"Smithfield,NC"
11495,"Mineral Springs,NC"
11496,"Rosman,NC"
11497,"Biscoe,NC"
11498,"Kill Devil Hills,NC"
11499,"Hayesville,NC"
11500,"Princeton,NC"
11501,Charlotte 
11502,"Southmont,NC"
11503,"Cooleemee,NC"
11504,"Arden,NC"
11505,"Four Oaks,NC"
11506,"Mill Spring,NC"
11507,"Mount Airy,NC"
11508,"Nashville,NC"
11509,"Ivanhoe,NC"
11510,"Matthews,NC"
11511,"Bessemer City,NC"
11512,"Weaverville,NC"
11513,"Troutman,NC"
11514,"Buxton,NC"
11515,"Holly Springs,NC"
11516,"Morehead city,NC"
11517,"Gibsonville,NC"
11518,"Snow Camp,NC"
11519,"Cary,NC"
11520,"Marshallberg,NC"
11521,"Boiling Springs,NC"
11522,"Swannanoa,NC"
11523,Walkertown 
11524,"Elm City,NC"
11525,"Mount Holly,NC"
11526,"Kannapolis,NC"
11527,"Rockingham,NC"
11528,"Boiling Springs Lake,NC"
11529,"Burlington,NC"
11530,"Currie,NC"
11531,"Waynesville,NC"
11532,"Burnsville,NC"
11533,"Harrisburg,NC"
11534,"Weverville,NC"
11535,"West Jefferson,NC"
11536,"Weddington/Wesley Chapel,NC"
11537,"Newton,NC"
11538,"Maiden,NC"
11539,"Salvo,NC"
11540,"Southern Pines,NC"
11541,"Cameron,NC"
11542,"Rural Hall,NC"
11543,"Rocky Mount,NC"
11544,"New Bern,NC"
11545,"North Wilkesboro,NC"
11546,"Colfax,NC"
11547,"Stallings,NC"
11548,"Stony Point,NC"
11549,"Midland,NC"
11550,"Chapel Hill,NC"
11551,"Waxhaw,NC"
11552,"Hatteras,NC"
11553,"Jacksonville,NC"
11554,"Tarawa Terrace,NC"
11555,"Willow Spring,NC"
11556,"Snowhill,NC"
11557,"Kitty Hawk,NC"
11558,"Blowing Rock,NC"
11559,Asheville 
11560,"Whiteville,NC"
11561,"Mint Hill,NC"
11562,"Morganton,NC"
11563,"Holly Ridge,NC"
11564,"Browns Summit,NC"
11565,"Pfafftown,NC"
11566,"Old Fort,NC"
11567,"Bolivia,NC"
11568,"Ruffin,NC"
11569,"Camp Lejeune,NC"
11570,"Bunnlevel,NC"
11571,"Selma,NC"
11572,"Rolesville,NC"
11573,"Leland,NC"
11574,"Bunn,NC"
11575,Cape Carteret 
11576,"Lincolnton,NC"
11577,"Bermuda Run,NC"
11578,"Wade,NC"
11579,"Snow Hill,NC"
11580,"Fairview,NC"
11581,Old Fort/Morganton 
11582,"Marion-Morganton,NC"
11583,"Mars Hill,NC"
11584,"Carolina Shores,NC"
11585,"Marion,NC"
11586,"Taylorsville,NC"
11587,"Ocean Isle,NC"
11588,"Franklinville,NC"
11589,"Wilksboro,NC"
11590,"Sneads Ferry,NC"
11591,"Willow Springs,NC"
11592,"Pleasure Island,NC"
11593,"Gold Hill,NC"
11594,"Topsail/Surf City,NC"
11595,"Cullowhee,NC"
11596,"Duck,NC"
11597,Nags Head 
11598,"Dunn,NC"
11599,"Cherokee,NC"
11600,"South Nags Head,NC"
11601,"Pinehurst,NC"
11602,"Sunset Beach,NC"
11603,"Holden beach,NC"
11604,"Rodanthe,NC"
11605,"Swan Quarters,NC"
11606,"Frisco,NC"
11607,"Catawba,NC"
11608,"Fort Fisher,NC"
11609,"Spring Lake,NC"
11610,"Lumberton,NC"
11611,"Moncure,NC"
11612,"Mount Gilead,NC"
11613,"Banner Elk,NC"
11614,"Topsail Island,NC"
11615,"North Myrtle Beach,NC"
11616,"Verona,NC"
11617,"Ocean Island Beach,NC"
11618,Surf City 
11619,"Lake Lure,NC"
11620,"Washington,NC"
11621,"Oakboro,NC"
11622,"Warrenton,NC"
11623,"Marble,NC"
11624,"South Topsail Beach,NC"
11625,"Bryson City,NC"
11626,"Clayton,NC"
11627,"Louisburg,NC"
11628,"Cherryville/North Brook,NC"
11629,"Huntersville,NC"
11630,"Hot Springs,NC"
11631,"East Bend/Lewisville,NC"
11632,"Cajah\\\\\\'s Mountain,NC"
11633,Sam\\\\\\'s Gap 
11634,"Rockwell,NC"
11635,"Benson,NC"
11636,"Morrisville,NC"
11637,"Sylva,NC"
11638,"Carthage,NC"
11639,"Morehead City,NC"
11640,"Kings Mountain,NC"
11641,"Flat Rock,NC"
11642,"Middlesex,NC"
11643,"Hillsville,NC"
11644,"Crouse,NC"
11645,"Stedman,NC"
11646,"Shelby,NC"
11647,"Kernesville,NC"
11648,"Elon,NC"
11649,"Wrightsville Beach,NC"
11650,Shallotte 
11651,"Brunswick,NC"
11652,"Lillington,NC"
11653,"Arapahoe,NC"
11654,"Morehead,NC"
11655,"Carolina beach,NC"
11656,"Yadkinville,NC"
11657,"Pinetops,NC"
11658,"Marshville,NC"
11659,"Mt. Holly,NC"
11660,"Mt. Airy,NC"
11661,"Kill Devil Hill,NC"
11662,Hamstead 
11663,"Advance,NC"
11664,"Glenville,NC"
11665,"Seven Devils,NC"
11666,Rodanthe 
11667,"Cedar Grove,NC"
11668,"Dallas,NC"
11669,"Brunswick County,NC"
11670,"Roxboro,NC"
11671,"Burgaw,NC"
11672,"Topsail Beach,NC"
11673,"Youngsville,NC"
11674,"Raleigh/Durham,NC"
11675,"Conover,NC"
11676,"Camp Mckall,NC"
11677,"Aurora,NC"
11678,"Havelock,NC"
11679,"Marshall,NC"
11680,"Spindale,NC"
11681,"Tryon,NC"
11682,"Faison,NC"
11683,"Ellenboro,NC"
11684,"Granite Falls,NC"
11685,Clyde 
11686,"North Topsail,NC"
11687,"Southport,NC"
11688,"Creedmor,NC"
11689,"Archdale,NC"
11690,"Newport,NC"
11691,"Hubert,NC"
11692,"Parkton,NC"
11693,"North Cove,NC"
11694,"cary,NC"
11695,"Ft. Bragg,NC"
11696,"Chocowinity,NC"
11697,"Madison,NC"
11698,"Knighdale,NC"
11699,"Cape Fear,NC"
11700,"Lenoir,NC"
11701,"Wesley Chapel,NC"
11702,"China Grove,NC"
11703,"Pisgah Forest,NC"
11704,"Oak City,NC"
11705,"Jamestown,NC"
11706,"Kernersville/Colfax area,NC"
11707,"St. Helena,NC"
11708,"Moravian Falls,NC"
11709,"Hiddenite,NC"
11710,"Hudson,NC"
11711,Nuese River Mouth 
11712,"New London,NC"
11713,"Ronda,NC"
11714,"Willard,NC"
11715,"Stella,NC"
11716,"Pilot Mountain,NC"
11717,"Hays,NC"
11718,"Green Mountain,NC"
11719,"Concord/Harrisburg,NC"
11720,"Pinnacle,NC"
11721,"Linville,NC"
11722,"Duck Island,NC"
11723,"Cove City,NC"
11724,"Liberty,NC"
11725,"Whitakers,NC"
11726,"Corola,NC"
11727,"Hampstead,NC"
11728,"Aulander,NC"
11729,"Franklin County,NC"
11730,"Cashers,NC"
11731,"Rhodhiss,NC"
11732,"Warsaw,NC"
11733,"Fort Bragg,NC"
11734,"Lake Junaluska,NC"
11735,"Cape Lookout,NC"
11736,"Ocracoke,NC"
11737,I-95 
11738,Ocracoke 
11739,"High Rock Lake,NC"
11740,"Gamewell,NC"
11741,"Applachian Mountains,NC"
11742,"pks,NC"
11743,"Robersonville,NC"
11744,"Laurinburg,NC"
11745,"Wagram,NC"
11746,"Spruce Pine,NC"
11747,"Blue Ridge Pkwy, NC,NC"
11748,"Nebo,NC"
11749,"Laurel Hill,NC"
11750,"Oak Ridge,NC"
11751,"Caswell,NC"
11752,"Climax,NC"
11753,"Eure,NC"
11754,"Pinebluff,NC"
11755,"Hoffman,NC"
11756,"Olin,NC"
11757,"Riegelwood,NC"
11758,"Cedar Point/Emerald Isle/Swansboro,NC"
11759,"Lincoln,NC"
11760,"Indian Beach,NC"
11761,"Pine Knoll Shores,NC"
11762,"Harkers Island,NC"
11763,"Jefferson,NC"
11764,Durham 
11765,"St. Paul\\\\\\'s,NC"
11766,"Kinston,NC"
11767,"Eden,NC"
11768,"Cramerton,NC"
11769,"Northwest,NC"
11770,"Madison County,NC"
11771,"Wilkesboro/DeepGap,NC"
11772,"Flat Creek,NC"
11773,"Deep Run,NC"
11774,"Lake Toxaway,NC"
11775,"Ralleigh,NC"
11776,"Valdese,NC"
11777,"Deep Gap,NC"
11778,"Trenton,NC"
11779,"Teachey,NC"
11780,"Leasburg,NC"
11781,"Lake gGaston,NC"
11782,"Fleetwood,NC"
11783,"St. Paul\\\\\\'s area,NC"
11784,"Salter Path,NC"
11785,"Brevard,NC"
11786,"Randleman,NC"
11787,"Stanley,NC"
11788,Tuxedo 
11789,"Triplet,NC"
11790,"Pawleys Island,NC"
11791,"Pilot Rock,NC"
11792,"White Lake,NC"
11793,"Shannon,NC"
11794,"Essex,NC"
11795,"Hollister,NC"
11796,Morton (near Norwich) 
11797,"Maysville,NC"
11798,"Tarboro,NC"
11799,"Lake Waccamaw,NC"
11800,"Manto,NC"
11801,"Mt. Gilead,NC"
11802,"Newberry,NC"
11803,"Danbury,NC"
11804,"Kenly,NC"
11805,"Apex/Cary,NC"
11806,"Moyock,NC"
11807,"Denver,NC"
11808,"Cedar Point,NC"
11809,"Southern Shores,NC"
11810,"Oxford,NC"
11811,"Oak Grove,NC"
11812,"Silver City,NC"
11813,"Clinton,NC"
11814,"Boomer,NC"
11815,Silk Hope 
11816,"Pope AFB,NC"
11817,"Hatteras Village,NC"
11818,"Wadesboro,NC"
11819,"Roper,NC"
11820,"Weddington,NC"
11821,"Baton,NC"
11822,"Leicester,NC"
11823,"Beulaville,NC"
11824,"Clarkton,NC"
11825,"Rowland,NC"
11826,Robbinsville 
11827,"Lake Jocassee,NC"
11828,"Horseshoe,NC"
11829,"Lake Norman,NC"
11830,"Mocksville,NC"
11831,"Roxborough,NC"
11832,"Sophia,NC"
11833,"Hildebran,NC"
11834,Bakersville 
11835,"Mount Olive,NC"
11836,"Roanoke Rapids,NC"
11837,"Ocracoke Island,NC"
11838,"Purlear,NC"
11839,"Zirconia,NC"
11840,"Broadway,NC"
11841,"Murphy,NC"
11842,"Marion/P.G. area,NC"
11843,"Davidson,NC"
11844,"Currituck,NC"
11845,"Connelly Springs,NC"
11846,"Boonville,NC"
11847,"Cape Hatteras,NC"
11848,"Locust,NC"
11849,"Etowah,NC"
11850,"Creston,NC"
11851,"Weldon,NC"
11852,"Oriental,NC"
11853,"Newland,NC"
11854,North Carolina 
11855,"Gatesville,NC"
11856,"Conway,NC"
11857,High Point 
11858,"Tyro,NC"
11859,"Moorsville,NC"
11860,"Bailey,NC"
11861,"Red Springs,NC"
11862,"Welcome,NC"
11863,"Davidson County,NC"
11864,"Vanceboro,NC"
11865,"Great Smokies National Park,NC"
11866,Boone 
11867,"Shiloh,NC"
11868,Hampstead 
11869,"Bath,NC"
11870,"Barco,NC"
11871,"Bakersville,NC"
11872,"Roaring River,NC"
11873,"Belvidere,NC"
11874,"Cliffside,NC"
11875,"Elkin,NC"
11876,"Pireway,NC"
11877,Carolina Beach 
11878,"Farquay Varina,NC"
11879,"Manteo,NC"
11880,"Plymouth,NC"
11881,"Charlston,NC"
11882,"Egg Town,NC"
11883,"Tabor City,NC"
11884,"Cashiers,NC"
11885,"Ashe,NC"
11886,"Brison City,NC"
11887,"Ramseur,NC"
11888,Siler City 
11889,"Outer Banks,NC"
11890,"Patterson,NC"
11891,"Rowan,NC"
11892,"Dublin,NC"
11893,"Bahama,NC"
11894,Jamestown 
11895,"Denton,NC"
11896,"Bayboro,NC"
11897,Pilot Mountain 
11898,"Forest City,NC"
11899,"West End,NC"
11900,"Celo,NC"
11901,Hickory 
11902,"Hatteras Island,NC"
11903,Newland 
11904,"Hilton Head,NC"
11905,"Greesnboro,NC"
11906,"na,NC"
11907,"Enochville,NC"
11908,"Broad Creek,NC"
11909,"Woodville (from, to Weeksville "
11910,"Cleveland,NC"
11911,Concord 
11912,"Warrensville,NC"
11913,"Western North Carolina Mountains,NC"
11914,Nantahala National Forest 
11915,Apex 
11916,"HighPoint,NC"
11917,"Stokes County,NC"
11918,"Knotts Island,NC"
11919,"Walstonburg,NC"
11920,Rockingham 
11921,"Interstate 40, East Bound,NC"
11922,Rocky Point/Hampstead 
11923,"Fort Mill,NC"
11924,Avon 
11925,"Camp Lejeune/Jacksonville,NC"
11926,Pikeville 
11927,Vass 
11928,Sparta 
11929,Salisbury 
11930,Apex/Holly Springs 
11931,Winston-Salem 
11932,"Andrews,NC"
11933,Kinston/Richlands 
11934,"Asbury community,NC"
11935,"Level Cross,NC"
11936,"Halifax,NC"
11937,Goldsboro 
11938,"Glen Alpine,NC"
11939,"Lagrange,NC"
11940,"Rutherfordton,NC"
11941,"Kings Mtn.,NC"
11942,"Corapeake,NC"
11943,"Graham County,NC"
11944,"Faith,NC"
11945,"Pink Hill,NC"
11946,"Elizabethtown,NC"
11947,"Seymour-Johnson AFB,NC"
11948,"Highpoint,NC"
11949,"Supply,NC"
11950,"Greensville,NC"
11951,"Efland,NC"
11952,Raleigh-Durham 
11953,"Henderson/Oxford,NC"
11954,"Farmville,NC"
11955,"Sleepy Creek,NC"
11956,"Currituck County,NC"
11957,"Elk Park,NC"
11958,"Walnut Cove,NC"
11959,Scaley 
11960,Mt. Airy 
11961,"Raleigh/Garner,NC"
11962,"Calypso,NC"
11963,"Swansboro,NC"
11964,"Stokes,NC"
11965,Wiseman\\\\\\'s View 
11966,McGrady 
11967,"Rocky Point,NC"
11968,"Orange County,NC"
11969,"Jacksonveil,NC"
11970,"Atlantic Ocean,NC"
11971,"Court House Bay,NC"
11972,"Buies Creek,NC"
11973,"Windsor,NC"
11974,"Rose Hill,NC"
11975,"Columbia,NC"
11976,"Joyce Kilmer Slickrock Creek Wilderness,NC"
11977,"Rutherfordton/Outer Gilkey,NC"
11978,"Gilkey,NC"
11979,"Claremont,NC"
11980,"Landis,NC"
11981,"Gloucester,NC"
11982,Greensboro 
11983,"Honolulu,NC"
11984,Severn (Northhampton) 
11985,"Booneville,NC"
11986,"Jasper,NC"
11987,"Stoneville,NC"
11988,"Polkville,NC"
11989,Marshville 
11990,"Bismarck,ND"
11991,"Fargo,ND"
11992,"Lidgerwood,ND"
11993,"Sarles,ND"
11994,"Cary,ND"
11995,"Grand Forks,ND"
11996,"Sentinel Butte,ND"
11997,"Hillsboro,ND"
11998,"Dickinson,ND"
11999,"Surrey,ND"
12000,"Minot,ND"
12001,"Davenport,ND"
12002,"Valley City,ND"
12003,"West Fargo,ND"
12004,"Rugby,ND"
12005,"Newtown,ND"
12006,"Mandan,ND"
12007,"Trenton,ND"
12008,"Devils Lake,ND"
12009,"Grand Fork,ND"
12010,"Thompson,ND"
12011,"Washburn,ND"
12012,"Langdon,ND"
12013,"Hazen,ND"
12014,"Penn,ND"
12015,"Belcourt,ND"
12016,New Town 
12017,"Casselton,ND"
12018,"Williston,ND"
12019,"Mayville,ND"
12020,Fargo/Valley City 
12021,"Minot AFB,ND"
12022,"Halliday,ND"
12023,"North Bismarck,ND"
12024,"Richardton,ND"
12025,"Garrison,ND"
12026,"Grand Forks AFB,ND"
12027,"Colfax,ND"
12028,"Hope,ND"
12029,"Hazelton,ND"
12030,"Wheatland,ND"
12031,"Strasburg,ND"
12032,"Max,ND"
12033,"Underwood,ND"
12034,"Tuttle,ND"
12035,"Glen Ullin,ND"
12036,"Jamestown,ND"
12037,"Fort Yates,ND"
12038,North Dakota 
12039,"Wahpeton,ND"
12040,Minot 
12041,"Tioga,ND"
12042,"Wildrose,ND"
12043,"Hebron,ND"
12044,"Mercer,ND"
12045,"Hickson,ND"
12046,Aneta 
12047,"Napoleon,ND"
12048,"Fort Totten,ND"
12049,White Butte 
12050,"Belfield,ND"
12051,"Mandaree,ND"
12052,"Theodore Roosevelt National Park exit 32 on I-94 North Dakot,ND"
12053,"Cartwright,ND"
12054,"Burlington,ND"
12055,"Beach,ND"
12056,"Menoken,ND"
12057,"Brunswick County,ND"
12058,"McKenzie,ND"
12059,Mandan 
12060,Central U.S. 
12061,"Wishek,ND"
12062,"Nome,ND"
12063,"Amenia,ND"
12064,"Berthold,ND"
12065,"Kindred,ND"
12066,"Arthur,ND"
12067,"Gackle,ND"
12068,Valley City 
12069,"Ashland,NE"
12070,"Omaha,NE"
12071,"Raymond,NE"
12072,"Lincoln,NE"
12073,"Central City,NE"
12074,"Gretna,NE"
12075,"Bellevue,NE"
12076,"Elkhorn,NE"
12077,"Ogallala,NE"
12078,"La Vista,NE"
12079,"Galloway,NE"
12080,"York,NE"
12081,"Fremont,NE"
12082,Lincoln/Omaha 
12083,"Lemoyne,NE"
12084,"La Junta,NE"
12085,"Auburn,NE"
12086,"Lexington,NE"
12087,"Richlands,NE"
12088,"Grand Island,NE"
12089,"Norfolk,NE"
12090,"Neligh,NE"
12091,"Scribner,NE"
12092,"Enders,NE"
12093,"Hooper,NE"
12094,"Reno,NE"
12095,"Bladen,NE"
12096,"Ralston,NE"
12097,"South Sioux City,NE"
12098,"Bradshaw,NE"
12099,"Gering,NE"
12100,"Gothenburg,NE"
12101,"North Platte,NE"
12102,"Hershey,NE"
12103,"Exeter,NE"
12104,"Kearney/Lexington,NE"
12105,"Kearney,NE"
12106,Brainard 
12107,"Scotts Bluff,NE"
12108,"Loretto,NE"
12109,"Ponca,NE"
12110,"Hampton,NE"
12111,"Papillion,NE"
12112,"Millard,NE"
12113,"Scottsbluff,NE"
12114,"O\\\\\\'neil,NE"
12115,"Valley-Omaha,NE"
12116,"Ainsworth,NE"
12117,"Tecumseh,NE"
12118,"Plattesmouth,NE"
12119,"Milford,NE"
12120,"Burwell,NE"
12121,"Valley,NE"
12122,"Beatrice,NE"
12123,"Kenesaw,NE"
12124,"Waverly,NE"
12125,"Ord,NE"
12126,"Humphrey,NE"
12127,"Silver Creek,NE"
12128,"Stanton,NE"
12129,"Murry,NE"
12130,"Palisade,NE"
12131,"Valentine,NE"
12132,"Winnebago,NE"
12133,"Bennington,NE"
12134,"Columbus,NE"
12135,"Clear Creek East Resort,NE"
12136,"North Bend,NE"
12137,"Fort Calhoun,NE"
12138,"Ceresco,NE"
12139,"Plattsmouth,NE"
12140,"Alliance,NE"
12141,"Filley,NE"
12142,"Otoe,NE"
12143,"Waterloo,NE"
12144,"Springfield/Papillion,NE"
12145,"McCook,NE"
12146,"Brady,NE"
12147,"Spalding,NE"
12148,"Sarpy County,NE"
12149,"Osceola,NE"
12150,"Hastings,NE"
12151,"Nebraska City,NE"
12152,"Randolph,NE"
12153,"Wood Lake,NE"
12154,"Roca,NE"
12155,Brownlee 
12156,"Johnstown,NE"
12157,"West Point,NE"
12158,"Eustis,NE"
12159,"Denton,NE"
12160,Nebraska 
12161,"Malcolm,NE"
12162,"Osmond,NE"
12163,"Beaver Lake,NE"
12164,Albion 
12165,"Wood River,NE"
12166,"Henderson,NE"
12167,"Oakland,NE"
12168,"Springview,NE"
12169,"Falls City,NE"
12170,Hershey 
12171,"Chadron,NE"
12172,"Doniphan,NE"
12173,"Brule,NE"
12174,"Deweese,NE"
12175,"Emmet,NE"
12176,"Barnegat,NE"
12177,"Hickman,NE"
12178,Deweese 
12179,"Arthur,NE"
12180,Beaver Crossing 
12181,"Venice,NE"
12182,"Dakota City,NE"
12183,"Sidney,NE"
12184,"Franklin,NE"
12185,"Chadron, NE/Oelrichs, SD "
12186,"Interstate 80.  Between York, Nebraska and Aurora, Nebraska ,NE"
12187,Friend 
12188,"Mullen,NE"
12189,"Wayne,NE"
12190,"Rural Dixon County,NE"
12191,"Comstock,NE"
12192,"Bloomfield,NE"
12193,Red Cloud 
12194,"Butte,NE"
12195,Hooper 
12196,Unadilla (rural area 
12197,"Minden,NE"
12198,"Geneva,NE"
12199,Bellevue 
12200,"Sandy Valley,NE"
12201,"Cozad,NE"
12202,Holstein/Heartwell 
12203,LeMars (IA)/Denver (CO) 
12204,"Crete,NE"
12205,"Clatonia,NE"
12206,"Kent,NE"
12207,"Phillips,NE"
12208,"Macy,NE"
12209,"Gordon,NE"
12210,"Pleasanton,NE"
12211,"Unadilla,NE"
12212,"Sutherland,NE"
12213,Crete/Wilber 
12214,Llincoln 
12215,"Wahoo,NE"
12216,"Tekamah,NE"
